timestamp,actual_roll,cmd_roll,baro_alt,roll_rate,vert_vel,servo_cmd,servo_act
7.7,1.84503411410464e-07,0,333.819330249947,-3.35989073237128e-06,7.16026772446885,3.03977127621135e-05,3.00695218020563e-05
7.75,4.48747443427982e-08,0,334.162565683866,-2.42994528663412e-06,6.66770815139434,3.09108882909151e-05,3.0860257735398e-05
7.8,-5.20775117974764e-08,0,334.481181649077,-1.63065185216417e-06,6.17542947586946,3.02074817162362e-05,3.03919139108166e-05
7.85,-1.13409092601769e-07,0,334.775191568318,-9.7696641779098e-07,5.68341096595762,2.84832079943132e-05,2.88646759037378e-05
7.9,-1.46430528257869e-07,0,335.044607829057,-4.6818165794099e-07,5.19163193355448,2.59003467371659e-05,2.64480727235389e-05
7.95,-1.58086530799985e-07,0,335.289441785584,-9.32134292474664e-08,4.70007173089158,2.25724566913984e-05,2.3266113233525e-05
8,-1.54569583329568e-07,0,335.509703760916,1.65119728256521e-07,4.20870974705441,1.85430110768897e-05,1.93774089854585e-05
8.05,-1.41117698519913e-07,0,335.705403048544,3.26802620797688e-07,3.71752540451368,1.37482533590218e-05,1.47417841694296e-05
8.1,-1.21949469931951e-07,0,335.87654791399,4.12228362312212e-07,3.22649815566847,7.94157399211647e-06,9.15382858253721e-06
8.15,-1.00295060361083e-07,0,336.023145596207,4.40579384399503e-07,2.73560747940015,5.19311910852341e-07,2.09257425372423e-06
8.2,-7.84884032333792e-08,0,336.145202308796,4.28848041590174e-07,2.24483287763578,-9.93561907956682e-06,-7.66481047448866e-06
8.25,-5.80926314059409e-08,0,336.242723241057,3.91365603214626e-07,1.75415387191964,-2.70668724828963e-05,-2.32100364934371e-05
8.3,-4.00366017973101e-08,0,336.315712558867,3.39735879887501e-07,1.26354999999194,-6.23387734216907e-05,-5.39656946029514e-05
8.35,-2.47433748574535e-08,0,336.364173405387,2.83157878168045e-07,0.773000812373258,-0.000168472629984394,-0.00014093878019487
8.4,-1.22217585744504e-08,0,336.388107901598,2.29587071104835e-07,0.282485868953545,-0.00094644006606326,-0.000699443262870227
8.45,-2.14416236003334e-09,0,336.387517144519,1.80408848446293e-07,-0.208015352172131,-0.0150689374153857,-0.0136065653331435
8.5,5.01005074615252e-09,0,336.362401364172,1.19028067206835e-07,-0.698515776775136,-0.0125959402297086,-0.0130718756408963
8.55,9.38170311701384e-09,0,336.312760562595,6.80092794693347e-08,-1.18901620137814,-0.00979225910705943,-0.0103457660843038
8.6,1.15676266522177e-08,0,336.238594739788,2.90833768643427e-08,-1.67951662598115,-0.00719093903058177,-0.00769888270370108
8.65,1.2142846453511e-08,0,336.139903895751,1.14974679293214e-09,-2.17001705058415,-0.00492910180543804,-0.00536608553121605
8.7,1.16095762299834e-08,0,336.016688030483,-1.74096530573237e-08,-2.66051747518716,-0.00306242485455301,-0.00341947874453222
8.75,1.03833759861974e-08,0,335.868947143986,-2.8373178253955e-08,-3.15101789979017,-0.00159754792767775,-0.00187487178663901
8.8,8.79119900118609e-09,0,335.696681236258,-3.34885502508566e-08,-3.64151832439317,-0.000508608007639931,-0.000712338680836561
8.85,7.0767995300857e-09,0,335.4998903073,-3.43515930929918e-08,-4.13201874899618,0.000249786118051659,0.000110052618840001
8.9,5.41057066182076e-09,0,335.278574357112,-3.23375982151426e-08,-4.62251917359918,0.000732523472273821,0.000645625847536598
8.95,3.90157019169319e-09,0,335.032733385694,-2.85725351089543e-08,-5.11301959820219,0.000996643972287745,0.000951225611557844
9,2.61008850930826e-09,0,334.762367393046,-2.39327728323349e-08,-5.60352002280519,0.00109631805735228,0.00108174770045666
9.05,1.55962927123591e-09,0,334.467476379167,-1.90636766501536e-08,-6.09402044740819,0.00107974258759869,0.00108666858694805
9.1,7.47600276327494e-10,0,334.148060344059,-1.44092876626511e-08,-6.5845208720112,0.00098753754978681,0.00100815812599745
9.15,1.54346969455652e-10,0,333.80411928772,-1.02470985046065e-08,-7.0750212966142,0.00085225589597808,0.000880381242666664
9.2,-2.49589799766178e-10,0,333.435653210151,-6.72358247372503e-09,-7.56552172121721,0.000698666387358739,0.000729638451147556
9.25,-4.97936431428559e-10,0,333.042662111352,-3.88754757397129e-09,-8.05602214582021,0.000544526350429154,0.00057505052645442
9.3,-6.24703601729768e-10,0,332.625145991323,-1.71954248474324e-09,-8.54652257042322,0.000401620271338102,0.000429551511582574
9.35,-6.6153090066371e-10,0,332.183104850063,-1.56439030644927e-10,-9.03702299502622,0.00027689604370494,0.000301010912110268
9.4,-6.36109228298178e-10,0,331.716538687574,8.89024837190489e-10,-9.52752341962922,0.000173580300282023,0.000193356885711279
9.45,-5.71434625788214e-10,0,331.225447503854,1.51350519507124e-09,-10.0180238442322,9.21959912017742e-05,0.000107615576967152
9.5,-4.85668085172893e-10,0,330.709831298905,1.81259772935013e-09,-10.5085242688352,3.14387510179449e-05,4.2816795266611e-05
